Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
,Moominland Midwinter,Tove Jansson,,,9780140305029,,Juvenile Nonfiction,,121,paperback
,Through the Looking-Glass,Lewis Carroll,,,9780688120498,,Juvenile Fiction,,248,paperback
,The Eyes of the Dragon,Stephen King,,,,,Fiction,,344,paperback
,The Story of Doctor Dolittle,Forgotten Books,,,9781440067761,,Animals,,180,paperback
,The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce,1.0,,9781442457027,,Juvenile Fiction,,56,paperback
,The Dragonbone Chair,Tad Williams,,,9780756402693,,Fiction,,674,paperback
,The Ice Dragon,George R. R. Martin,,,9780765378774,,Juvenile Fiction,,130,paperback
,Tales from Moominvalley,Tove Jansson,,,9780312625429,,Juvenile Fiction,,191,paperback
,Half Magic,Edward Eager,4.5,,9780152020682,,Juvenile Fiction,,212,paperback
,Moominpappa at Sea,Tove Jansson,,,9780312608927,,Juvenile Fiction,,242,paperback
,Harry Potter and the Chamber of Secrets,J. K. Rowling,5.0,,9781551922447,,Juvenile Fiction,,260,paperback
,Comet in Moominland,Tove Jansson,,,9780312608880,,Juvenile Fiction,,193,paperback
,The Talisman,"Stephen King, Peter Straub",4.5,,9780345444882,,Fiction,,774,paperback
,Finn Family Moomintroll,Tove Jansson,,,9780312608897,,Juvenile Fiction,,173,paperback
,Sea Fairies,L. Frank Baum,,,,,Fiction,,677,ebook
,Moominsummer Madness,Tove Jansson,,,9780312608910,,Juvenile Fiction,,173,paperback
,Pippi Goes Aboard,Astrid Lindgren,,,9780140309133,,Juvenile Fiction,,180,paperback
,The Book of Three,Lloyd Alexander,3.5,,9780805080483,,Juvenile Fiction,,230,paperback
,Avatar,"Michael Dante DiMartino, Bryan Konietzko, Nickelodeon (Firm)",5.0,,9780345518521,,Comics & Graphic Novels,,85,paperback
,Tales from Earthsea,Ursula K. Le Guin,4.0,,9780441009329,,Fiction,,340,paperback
,Pippi in the South Seas,Astrid Lindgren,,,,,Juvenile Fiction,,136,paperback
,Winnie-the-Pooh,Alan Alexander Milne,,,,,Juvenile Fiction,,184,paperback
,Harry Potter and the Half-Blood Prince,J. K. Rowling,,,9780439791328,,Juvenile Fiction,,652,paperback
,Where the Wild Things are,Maurice Sendak,,,,,Juvenile Fiction,,48,paperback
,The Illustrated Man,Ray Bradbury,4.0,,,,Fiction,,264,paperback
,The Farthest Shore,Ursula K. Le Guin,,,,,Fiction,,408,paperback
,The Magicians of Caprona,Diana Wynne Jones,,,9780006755166,,Juvenile Fiction,,266,paperback
,A Court of Thorns and Roses,Sarah J. Maas,5.0,,9781408857861,,Fiction,,433,paperback
,The Horse and His Boy,Clive Staples Lewis,,,9780020442004,,Juvenile Fiction,,228,paperback
,Around the World in Eighty Days,Jules Verne,,,9780553213560,,Fiction,,163,paperback
,An Ember in the Ashes,Sabaa Tahir,,,9780593206935,,Juvenile Fiction,,482,paperback
,The Dark is Rising,Susan Cooper,3.5,,9780689303173,,Juvenile Fiction,,348,paperback
,Harry Potter and the Order of the Phoenix,J. K. Rowling,,,9780545582971,,Juvenile Fiction,,870,paperback
,The Ickabog,J. K. Rowling,,,9781338732870,,Juvenile Fiction,,304,paperback
,The Life and Adventures of Santa Claus,Lyman Frank Baum,,,,,Children's literature,,268,paperback
,The Field Guide,"Tony DiTerlizzi, Holly Black",4.0,,9780689859366,,Juvenile Fiction,,138,paperback
,The Wonderful Wizard of Oz. Con CD Audio,L. Frank Baum,,,9783852722894,,fantasy,,92,paperback
,The Hobbit,J. R. R. Tolkien,,,9780618150823,,Juvenile Fiction,,352,paperback
,Now We are Six,Alan Alexander Milne,,,9780440464853,,Juvenile Nonfiction,,116,paperback
,The Neverending Story,"Michael Ende, Ralph Manheim",,,9780140317930,,Children's stories,,444,paperback
,Castle in the Air,Diana Wynne Jones,,,9780006755302,,Juvenile Fiction,,290,paperback
,Horton Hears a Who!,Dr. Seuss,3.5,,,,Juvenile Fiction,,100,paperback
,The Magic Finger,Roald Dahl,,,9780140371581,,Fiction,,68,paperback
,The Lives of Christopher Chant,Diana Wynne Jones,,,9780006755180,,Juvenile Fiction,,326,paperback
,Brisingr,Christopher Paolini,5.0,,9780552559966,,Juvenile Fiction,,790,paperback
,Eragon,Christopher Paolini,5.0,,9780552553209,,Juvenile Nonfiction,,530,paperback
,The Chronicles of Narnia - the Horse and His Boy,C. S. Lewis,,,9780007588541,,Children's stories,,208,paperback
,Karlson on the Roof,"Astrid Lindgren, Patricia Crampton",,,9780416580105,,"Children's literature, Swedish",,120,paperback
,Charlotte's Web,Elwyn Brooks White,,,9780590302715,,Juvenile Fiction,,196,paperback
,A Tale of Sorcery...,Chris Colfer,,,9780316300964,,fantasy,,544,paperback
,Harry Potter and the Philosopher's Stone,J. K. Rowling,4.5,,9780747532699,,Juvenile Fiction,,223,paperback
,The Magic of Oz,Lyman Frank Baum,,,9780345282354,,Juvenile Fiction,,262,paperback
,Mary Poppins Opens the Door,P. L. Travers,,,9780440404323,,Juvenile Fiction,,260,paperback
,The wonderful adventures of Nils,Selma Lagerlöf,,,,,Sweden,,539,paperback
,The Drawing of the Three,Stephen King,4.0,,9780451163523,,Fiction,,468,paperback
,The Plague of Fantasies,Slavoj Žižek,3.5,,9781859841938,,Computers,,262,paperback
,The Little Prince,Antoine de Saint-Exupéry,,,9780140301847,,Death,,109,paperback
,Tehanu,Ursula K. Le Guin,,,9780553288735,,Fiction,,252,paperback
,The Cat in the Hat,Dr. Seuss,4.0,,9780449810866,,Juvenile Fiction,,73,paperback
,The Emerald City of Oz,Lyman Frank Baum,,,,,Juvenile Fiction,,314,paperback
,The Happy Prince and Other Stories,"Oscar Wilde, Michael Mac Liammoir",,,9780140350500,,Fairy tales,,185,paperback
,Artemis Fowl,Eoin Colfer,,,9780670913442,,Juvenile Fiction,,308,paperback
,Five Children and it,Edith Nesbit,,,9780140301281,,Juvenile Fiction,,228,paperback
,Crossroads of Twilight,Robert Jordan,4.0,,9780312864590,,Fiction,,724,paperback
,Doctor Dolittle,Hugh Lofting,,,9780397309375,,Medical,,246,paperback
,Anansi Boys,Neil Gaiman,4.0,,9780755331147,,Anansi (Legendary character),,457,paperback
,The Gunslinger,Stephen King,4.0,,9780451160522,,Adventure stories,,324,paperback
,The Tombs of Atuan,Ursula K. Le Guin,,,9780140306323,,Children's stories,,154,paperback
,The Magician's Nephew,Clive Staples Lewis,,,,,Adventure stories,,171,paperback
,The Road to Oz,L. Frank Baum,,,9780345334671,,Fiction,,276,paperback
,Fox In Socks,"Dr. Seuss, Random House Children's Books",,,9780394883236,,Children's stories,,61,paperback
,A Wrinkle in Time,Madeleine L'Engle,4.5,,9780440998051,,Brothers and sisters,,228,paperback
,The Black Cauldron,Lloyd Alexander,,,,,Juvenile Fiction,,228,paperback
,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,,,9780140307252,,Animals,,197,paperback
,Tom's Midnight Garden,Philippa Pearce,,,9780140308938,,Fiction,,228,paperback
,The House at Pooh Corner,Alan Alexander Milne,,,,,Juvenile Fiction,,202,paperback
,A Court of Mist and Fury,Sarah J. Maas,5.0,,9781408857885,,Fiction,,645,paperback
,The Foot Book,Dr. Seuss,,,,,Juvenile Fiction,,34,paperback
,Fictions in Science,Mauricio Suárez,,,9781135854713,,Philosophy,,494,ebook
,Time in Fiction,"Craig Bourne, Emily Caddick Bourne",,,9780199675319,,Literary Criticism,,280,paperback
,The Symbolic Species Evolved,"Theresa Schilhab, Frederik Stjernfelt, Terrence Deacon",,,9789400723368,,Science,,291,ebook
,Springer Handbook of Model-Based Science,"Lorenzo Magnani, Tommaso Bertolotti",,,9783319305264,,Technology & Engineering,,1179,ebook
,The Literary Imagination from Erasmus Darwin to H.G. Wells,Michael R. Page,,,9781409438700,,Biography & Autobiography,,233,paperback
,Nanovision,Colin Milburn,,,9780822391487,,Science,,293,ebook
,Nanoscale Science,M. Gail Jones,,,9781933531052,,Education,,172,paperback
,Empathy and Reading,Suzanne Keen,,,9781000595185,,Language Arts & Disciplines,,285,paperback
,The New Quantum Universe,"Tony Hey, Patrick Walters",,,9781139855532,,Science,,378,ebook
,Models and Idealizations in Science,"Alejandro Cassini, Juan Redmond",,,9783030658021,,Philosophy,,276,ebook
,Logos of Phenomenology and Phenomenology of The Logos. Book Three,Anna-Teresa Tymieniecka,,,9781402037177,,Nature,,588,paperback
,Tomorrow Is Too Late,Grace Maddrell,,,9781911648338,,Young Adult Nonfiction,,235,paperback
,Aesthetics and the Sciences of Mind,"Greg Currie, Matthew Kieran, Aaron Meskin, Jon Robson",,,9780191046094,,Philosophy,,442,ebook
,Hurricanes,Paul V. Kislow,1.0,,9781594547270,,Nature,,280,paperback
,Reading Science,"J. R. Martin, Robert Veel",,,9780415167895,,Language Arts & Disciplines,,384,paperback
,The Philosophy of 'As If',Hans Vaihinger,,,9781000385885,,Business & Economics,,354,paperback
,Space Exploration and Humanity,American Astronautical Society,,,9781851095193,,Science,,1557,ebook
,Surveying the American Tropics,"Maria Cristina Fumagalli, Peter Hulme, Owen Robinson, Lesley Wylie",,,9781846318900,,Literary Criticism,,377,paperback
,Fiction in French - Fiction in Soviet,British Library,,,9783111576695,,Reference,,464,ebook
,"Science, Culture and Society",Mark Erickson,,,9780745629759,,Science,,254,paperback
,Conservation of Renewable Natural Resources,"Raphael Zon, William S. Cooper",,,9781512819519,,Nature,,208,paperback
,Astrofuturism,De Witt Douglas Kilgore,5.0,,9780812218473,,Literary Criticism,,308,paperback
,The Nobel Prize,Burton Feldman,,,9781559705929,,History,,520,paperback
,The Secret Life of Literature,Lisa Zunshine,,,9780262046336,,Science,,337,paperback
,Handbook of the American Short Story,"Erik Redling, Oliver Scheiding",,,9783110585322,,Literary Criticism,,513,ebook
,Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781134406937,,History,,986,ebook
,Companion to Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9780415286060,,History,,988,paperback
,The Perversity of Things,Hugo Gernsback,,,9781452953144,,Literary Criticism,,745,paperback
,Companion Encyclopedia of Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781136483325,,History,,979,paperback
,Cultivating Sustainability in Language and Literature Pedagogy,Roman Bartosch,,,9781000369762,,Education,,159,ebook
,Human Technological Enhancement and Theological Anthropology,Victoria Lorrimar,,,9781009089814,,Religion,,357,ebook
,Fiction in American Magazines Before 1800,Edward W. R. Pitcher,,,,,Language Arts & Disciplines,,344,paperback
,Gedanken Fictions,Thomas A. Easton,,,9781587150692,,Fiction,,230,paperback
,The History of Science Fiction,A. Roberts,,,9780230554658,,Fiction,,385,ebook
,The Routledge Handbook of Philosophy of Scientific Modeling,"Tarja Knuuttila, Natalia Carrillo, Rami Koskinen",,,9781040090435,,Philosophy,,796,ebook
,The Significance of the Hypothetical in the Natural Sciences,"Michael Heidelberger, Gregor Schiemann",,,9783110210620,,Philosophy,,385,ebook
,The Past Is a Foreign Country – Revisited,David Lowenthal,,,9781139915663,,History,,679,ebook
,Science Fact and Science Fiction,Brian M. Stableford,5.0,,9780415974608,,Fiction,,758,paperback
,Modelling Nature: An Opinionated Introduction to Scientific Representation,"Roman Frigg, James Nguyen",,,9783030451530,,Philosophy,,250,ebook
,Encyclopedia of Time,Samuel L. Macey,,,9780815306153,,Reference,,730,paperback
,Out of Time,"Samuel Baron, Kristie Miller, Jonathan Tallant",,,9780192688279,,Philosophy,,346,ebook
,The Appropriation of Cultural Capital,Milena Doleželová-Velingerová,,,9780674007864,,History,,384,paperback
,Hollyweird Science,"Kevin R. Grazier, Stephen Cass",,,9783319150727,,Science,,315,ebook
,Destined for the Stars,Catherine L. Newell,,,9780822986652,,Science,,313,paperback
,Outer Space and Popular Culture,Annette Froehlich,,,9783030226565,,Technology & Engineering,,181,ebook
,Narrative Innovation and Cultural Rewriting in the Cold War Era and After,M. Cornis-Pope,,,9781403970039,,Science,,333,ebook
,Our Shared Storm,Andrew Dana Hudson,,,9780823299553,,Fiction,,158,ebook
,The Routledge Handbook of Ecofeminism and Literature,Douglas A. Vakoch,,,9781000634419,,Literary Criticism,,881,ebook
,"Handbook of Space Engineering, Archaeology, and Heritage","Ann Darrin, Beth L. O'Leary",5.0,,9781420084320,,Science,,1038,ebook
,Funology 2,"Mark Blythe, Andrew Monk",,,9783319682136,,Computers,,550,ebook
,Fictions of the Cosmos,Frédérique Aït-Touati,,,9780226011240,,Science,,273,ebook
,Science in the Contemporary World,Eric G. Swedin,,,9781851095292,,Science,,409,ebook
,A Human Algorithm,Flynn Coleman,,,9781911545583,,Computers,,317,ebook
,Coming to Terms with a Crisis,"Michael Fuchs, Martin Butler, Sina Farzin, Fabian Hempel",,,9783839470602,,Social Science,,307,ebook
,"The Handbook of Science and Technology Studies, fourth edition","Ulrike Felt, Rayvon Fouche, Clark A. Miller, Laurel Smith-Doerr",,,9780262035682,,Science,,1210,paperback
,New Essays on Frege,"Gisela Bengtsson, Simo Säätelä, Alois Pichler",,,9783319711867,,Mathematics,,186,ebook
,Between Literature and Science,Peter Swirski,,,9780773520783,,Literary Criticism,,212,paperback
,Books About Life,"Ivan King, books about life",,,,,Science,,32,ebook
,Transhumanisms and Biotechnologies in Consumer Society,"Jennifer Takhar, Rika Houston, Nikhilesh Dholakia",,,9781000789065,,Business & Economics,,223,ebook
,Introduction to Cosmetic Formulation and Technology,"Gabriella Baki, Kenneth S. Alexander",,,9781118764701,,Science,,720,paperback
,Textbooks and Educational Media: Perspectives from Subject Education,"Péter Bagoly-Simó, Zuzana Sikorová",,,9783030803469,,Education,,460,ebook
,The Joy of Being Eaten,Lawrence Vandervert,,,9781499074550,,Science,,177,paperback
,The Health Humanities in German Studies,Stephanie M. Hilger,,,9781350296206,,Literary Criticism,,465,ebook
,Teaching the Literature of Climate Change,Debra J. Rosenthal,,,9781603296366,,Language Arts & Disciplines,,189,ebook
,Interdisciplinary Perspectives on Math Cognition,Marcel Danesi,,,9783030225377,,Mathematics,,343,ebook
,Encyclopedia of Science and Technology Communication,Susanna Hornig Priest,,,9781412959209,,Language Arts & Disciplines,,1145,paperback
,"Film, Environment, Comedy","Robin L. Murray, Joseph K. Heumann",,,9781000588620,,Social Science,,168,ebook
,Cloning,Stephen D. Fairbanks,,,9781590338797,,Science,,252,paperback
,Cybernetic Architectures,Camilo Andrés Cifuentes Quin,,,9781000422610,,Architecture,,164,ebook
,Experimental Approaches to Pragmatics,"Valentina Cuccio, Pietro Robert Perconti, Gerard Steen, Yury Y. Shtyrov, Yan Huang",,,9782889761326,,Science,,287,paperback
,Science Fiction Prototyping,Brian David Johnson,,,9781608456550,,Computers,,191,ebook
,The Holocaust of Texts,Amy Hungerford,,,9780226360768,,History,,216,paperback
,Descartes and the Possibility of Science,Peter A. Schouls,,,9780801437755,,Philosophy,,202,paperback
,Irish Urban Fictions,"Maria Beville, Deirdre Flynn",,,9783319983226,,Literary Criticism,,247,ebook
,The Loom of God,Clifford A. Pickover,4.0,,9781402764004,,Mathematics,,292,paperback
,From “Modern” to “Postmodern” Psychology: Is There a Way Past?,"Barbara Hanfstingl, Timo Gnambs, Peter Adriaan Edelsbrunner, Jana Uher, Ulrich Dettweiler",,,9782832519448,,Science,,190,paperback
,The Oxford Companion to the History of Modern Science,John L. Heilbron,,,9780195112290,,Science,,994,paperback
,"The Sage Encyclopedia of Qualitative Research Methods: A-L ; Vol. 2, M-Z Index",Lisa M. Given,,,9781412941631,,Reference,,1073,paperback
,Notices of the Proceedings,Royal Institution of Great Britain,,,,,Science,,638,ebook
,Calamity Theory,"Joshua Schuster, Derek Woods",,,9781452966588,,Philosophy,,142,ebook
,"Walford's Guide to Reference Material: Generalia, language and literature, the arts","Albert John Walford, Marilyn Mullay, Priscilla Schlicke, Library Association",,,,,Art,,1212,paperback
,Climate Change Fictions: Representations of the Dark Anthropocene,"Jiang Lifu, Ge Youran, Sheng Caorui, You Lei, Yuan Yao",,,9781649973993,,Science,,348,ebook
,"Notices of the Proceedings at the Meetings of the Members of the Royal Institution, with Abstracts of the Discourses",Royal Institution of Great Britain,,,,,Science,,632,ebook
,Journal and Proceedings of the Hamilton Association,Hamilton Association,,,,,Science,,814,ebook
,Hardwicke's Science-gossip,"Mordecai Cubitt Cooke, John Eller Taylor",,,,,Natural history,,444,ebook
,The Tyrannosaurus Prescription and 100 Other Essays,Isaac Asimov,,,,,Science,,332,paperback
,Transactions,Burnley Literary and Scientific Club,,,,,Literature,,586,ebook
,"Meaning, Intentions, and Argumentation","Kepa Korta, Joana Garmendia",,,,,History,,264,paperback
,Nature,Sir Norman Lockyer,,,,,Electronic journals,,1354,ebook
,A Comprehensive Bibliography of Elementary Books on Science and Mathematics,"Carl J. Leibel, inc., La Puente, Calif",,,,,Children's literature,,80,paperback
,Futures Unlimited,"Robert M. Fitch, Cordell M. Svengalis",,,,,"Body, Mind & Spirit",,100,paperback
,"Possible Worlds in Humanities, Arts and Sciences",Sture Allén,,,,,Education,,472,paperback
,Reaching for the High Frontier,Michael Michaud,,,,,Science,,470,paperback
,The Classification of Nonbook Materials in Academic Libraries,"Donald D. Hendricks, Donald J. Lehnus, Donald LeRoy Foster, Frederick Wilfrid Lancaster, Gary Dorman Wiggins, Mollie W. Kramer, Peter P. Olevnik, Rhea Joyce Rubin, Scott Adams, W. Bernard Lukenbill",,,,,Anglo-American cataloging rules (North American text),,420,paperback
,Modern Biology & Visions of Humanity,European Group on Life Sciences,,,,,Business & Economics,,216,paperback
,Practices of the Sentimental Imagination,Jonathan E. Zwicker,,,,,Education,,296,paperback
,Federal and State Government Publications of Professional Interest to the School Librarian,"Donald D. Hendricks, Donald J. Lehnus, Donald LeRoy Foster, Eugene Trahin Neely, Frederick Wilfrid Lancaster, Gary Dorman Wiggins, Guy Ottewell, Lawrence McGrath, Marilyn A. Lester, Mollie W. Kramer, Peter P. Olevnik, Peter Randolph Hamlin, Scott Adams, University of Illinois at Urbana-Champaign. Graduate School of Library and Information Science, W. Bernard Lukenbill, Irving Lieberman",,,,,Anglo-American cataloging rules (North American text),,706,paperback
,Report of the ... Meeting of the British Association for the Advancement of Science,British Association for the Advancement of Science. Meeting,,,,,Science,,952,ebook
,Science,John Michels (Journalist),,,,,Science,,880,ebook
,Practising Science Communication in the Information Age,Richard Holliman,,,,,Language Arts & Disciplines,,268,paperback
,Research Studies,Washington State University,,,,,Science,,590,paperback
,Opus Three Hundred,Isaac Asimov,4.0,,,,Fiction,,404,paperback
,The Screenwriter's Handbook 2009,Barry Turner,,,,,Juvenile Nonfiction,,308,paperback
,Cosmic Catastrophes,Gerrit L. Verschuur,,,,,Nature,,232,paperback
,The Oxford Book of Fantasy Stories,T. A. Shippey,,,,,Fiction,,536,paperback
,Yearbook of science & the future,"Encyclopaedia Britannica, Inc",,,9780852293751,,Science,,450,paperback
,"Media, Risk, and Science",Stuart Allan,,,,,Performing Arts,,264,paperback
,Integrating Science and Language Arts,"Donna Gail Shaw, Claudia S. Dybdahl",,,,,Education,,296,paperback
,Student Handbook,Gorton Carruth,,,9780835227650,,Encyclopedias and dictionaries,,1304,paperback
,Déliberations Et Mémoires de la Société Royale Du Canada,Royal Society of Canada,,,,,Humanities,,612,ebook
,Encyclopedia of Global Warming,Steven I. Dutch,,,,,Nature,,464,paperback
,Biopoetics,"Brett Cooke, Frederick Turner",,,,,Literary Criticism,,526,paperback
,Cybersexualities,Jenny Wolmark,,,,,Computers,,392,paperback
,After Mao,National Endowment for the Humanities,,,,,Fiction,,390,paperback
,Collecting Science Literature for General Reading,University of Illinois (Urbana-Champaign campus). Graduate School of Library Science,,,,,Best books,,206,paperback
,Teaching Children Science: an Inquiry Approach,"Louis I. Kuslan, A. Harris Stone",,,,,Learning by discovery,,488,paperback
,Our Evolving Universe,Walter H. Hesse,,,9780822101840,,Science,,506,paperback
,Science Anxiety,Jeffry V. Mallow,,,,,Science,,230,paperback
,Analog Yearbook,Ben Bova,,,,,Science,,308,paperback
,Intelligentsia Science,"Michael D. Gordin, Karl Hall, A. B. Kozhevnikov",,,,,Science,,304,paperback
,American Novelists Since World War II.,"James Richard Giles, Wanda H. Giles",,,,,Biography & Autobiography,,416,paperback
,Science and Its Publics,"Alice R. Bell, Sarah R. Davies, Felicity Mellor",,,,,Science,,218,paperback
,University of Wyoming Publications,University of Wyoming,,,,,Science,,658,paperback
,Appletons' Popular Science Monthly,William Jay Youmans,,,,,Science,,898,ebook
,The Monist,Paul Carus,,,,,Electronic journals,,688,ebook
,A Modern Wizard,Rodrigues Ottolengui,3.0,,,,Science,,454,ebook
,Transactions of the Ottawa Literary and Scientific Society,Ottawa Literary and Scientific Society,,,,,Literature,,568,ebook
,Essays Upon Some Controverted Questions,Thomas Henry Huxley,,,,,Religion and science,,512,ebook
,Calvino's Fictions,Kathryn Hume,,,,,Literary Criticism,,232,paperback
,Memoirs of the Manchester Literary and Philosophical Society,Manchester Literary and Philosophical Society,,,,,Science,,554,paperback
,Career Information Center,"Mary Rose Bonk, Jennifer Greve",,,9780028660493,,Agricultural industries,,228,paperback
,Science Fare,"Wendy Saul, Alan R. Newman",,,,,Antiques & Collectibles,,316,paperback
,"Exploitation, Conservation, Preservation","Susan L. Cutter, Hilary Lambert Renwick, William H. Renwick",,,,,Business & Economics,,488,paperback
,Science and Social Evolution Implications for Public Policy,Lynton Keith Caldwell,,,,,Science,,332,paperback
,The Oxford Book of Historical Stories,"Michael Cox, Jack Adrian",,,9780192832085,,Fiction,,468,paperback
,Science for the Elementary School Teacher,Gerald Spellman Craig,,,,,Science,,920,paperback
,Instructional Video Materials in Indiana,"W. Neal Robison, Susan B. Rutledge",,,,,Business education,,360,paperback
,Communicating Science to the Public,"David Evered, Maeve O'Connor",,,,,Language Arts & Disciplines,,232,paperback
,Memoirs and Proceedings Ofthe Manchester Literary & Philosophical Society. (Manchester Memoirs),Manchester Literary and Philosophical Society,,,,,Science,,486,paperback
,Analog Essays on Science,Stanley Schmidt,,,,,Science,,296,paperback
,War Stars,Howard Bruce Franklin,,,,,Fiction,,296,paperback
,Readings for Citizens at War,"Theodore Morrison, Philip Edward Burnham",,,,,Readers,,404,paperback
,Dying Planet,Robert Markley,,,,,Fiction,,464,paperback
,Glyph,Samuel Weber,,,,,Literary Criticism,,232,paperback
,Tsunamis,Horace M. Karling,,,,,Nature,,224,paperback
,Philosophy,A. C. Grayling,,,,,Philosophy,,700,paperback
,The Time of Theory,Patrick Ffrench,,,,,Foreign Language Study,,330,paperback
,Gay and Gaia,Daniel Teberg Spencer,,,,,Philosophy,,472,paperback
,Bits of Life,"Anneke Smelik, Nina Lykke",,,,,Computers,,244,paperback
,Meeting the Challenges of the Future,Walter Rüegg,,,,,Philosophy,,236,paperback
,"Past, Present, and Future",Isaac Asimov,,,,,Fiction,,392,paperback
,Mighty is the Charm,J. Clifton Albergotti,,,,,Science,,256,paperback
,Tactical Biopolitics,"Beatriz Da Costa, Kavita Philip",,,,,Art,,542,paperback
,The Coming Convergence,Stanley Schmidt,,,,,Computers,,296,paperback
,The Writing on the Cloud,"Alison M. Scott, Christopher D. Geist",,,,,History,,264,paperback
,Opus Two Hundred,Isaac Asimov,,,,,Fiction,,358,paperback
,The Science Wars,Keith M. Parsons,,,,,Political Science,,336,paperback
,Red Cosmos,James T. Andrews,,,,,Biography & Autobiography,,182,paperback
,Research News - Division of Research Development and Administration,University of Michigan. Division of Research Development and Administration,,,,,Research,,496,paperback
,Colorado College Publication,Colorado College,,,,,Language and languages,,580,paperback
,Improvement of the Understanding,Benedictus de Spinoza,,,,,Ethics,,488,paperback
,Fantastic Reading,"Isaac Asimov, Martin Harry Greenberg, David Clark Yeager",,,9780673159366,,Education,,188,paperback
,Climate Change Communication,"Daniel James Scott, Canada. Environment Canada, University of Waterloo",,,,,Nature,,726,paperback
,The Unesco Courier,Unesco,,,,,Developing countries,,440,paperback
,Nova 1965-1975,David Hillman,,,,,Performing Arts,,232,paperback
,"ISIS Cumulative Bibliography 1966-1975: Subjects, periods and civilizations",History of Science Society,,,,,Science,,730,paperback
,Educational Tests for Use in Elementary Schools,"Charles Watters Odell, University of Illinois (Urbana-Champaign campus). Bureau of Educational Research, Walter Scott Monroe, Marion Eugene Herriott, Thomas Tristam Hamilton, Max Dissette Engelhart",,,,,Ability,,708,paperback
,The Outline of Man's Knowledge,Clement Wood,,,,,Art,,736,paperback
,Men of Science and Industry,Carnegie Library of Pittsburgh,,,,,Biography,,208,paperback
,Anticipations of the Reaction of Mechanical and Scientific Progress Upon Human Life and Thought,Herbert George Wells,,,,,History,,344,paperback
,The International Encyclopedia of Science,James Roy Newman,,,,,Science,,372,paperback
,The Harper Encyclopedia of Science,James Roy Newman,,,,,Science,,378,paperback
,Report on the Progress and Condition of the United States National Museum,United States National Museum,,,,,Science,,820,paperback
,Report of the National Museum,United States National Museum,,,,,Science,,812,paperback
,Circulars,Johns Hopkins University,,,,,Science,,1364,paperback
,State Course of Study High Schools of Virginia ...,Virginia. State Board of Education,,,,,Business education,,96,paperback
,Report of the Assistant Director and of the Curators of the U.S. National Museum,United States National Museum,,,,,Science,,796,paperback
,The Making of America,"Robert Marion La Follette, William M. Handy, Charles Higgins",,,,,Inventors,,534,paperback
,Congress of Arts and Science,Howard Jason Rogers,,,,,Arts,,534,paperback
,Proceedings of the American Philosophical Society Held at Philadelphia for Promoting Useful Knowledge,American Philosophical Society,,,,,Electronic journals,,784,paperback
,"A List of Bibliographies of Special Subjects, July, 1902",John Crerar Library,,,,,Bibliographical literature,,520,paperback
,Isis Cumulative Bibliography 1986-1995: Subjects. Time periods: Antiquity through 18th century,John Neu,,,,,Reference,,648,paperback
,"Trabajos del cuarto Congreso científico ( 1.0 Pan-americano) celebrado en Santiago de Chile del 25 de diciembre de 1908 al 5 de enero de 1909 ...: (VII. seccion) Derecho internacional, constitucional e historia, pub. bajo la direccion de Jorge Errazuriz Tagle. 1912","Pan-American scientific congress. 1st, Santiago de Chile, 1908-1909",,,,,Science,,848,paperback
,Proceedings of the American Academy of Arts and Letters and the National Institute of Arts and Letters,American Academy of Arts and Letters,,,,,Arts,,198,paperback
,Margaret Atwood's Dystopian Fiction,Sławomir Kuźnicki,,,9781443892698,,Literary Criticism,,227,ebook
,Why We Read Fiction,Lisa Zunshine,3.0,,9780814210284,,Literary Criticism,,210,paperback
,Different Engines,"Mark Brake, Neil Hook",,,9780230553972,,Science,,388,paperback
,Science fiction and innovation,Thomas Michaud,,,9782953257397,,Business & Economics,,136,ebook
,"Fact, Fiction, and Forecast",Nelson Goodman,,,,,Philosophy,,162,paperback
,"Nineteenth Century Popular Fiction, Medicine and Anatomy",Anna Gasperini,,,9783030109165,,Literary Criticism,,268,ebook
,The Routledge Anthology of Climate Fiction,Bill Gillard,,,9781040120323,,Fiction,,615,ebook
,"Science, Medicine, and Aristocratic Lineage in Victorian Popular Fiction",Abigail Boucher,,,9783031411410,,Literary Criticism,,241,ebook
,Dune,Frank Herbert,4.5,,9780575104419,,Fiction,,743,ebook
,Time Machines,Paul J. Nahin,,,9780387985718,,Science,,674,paperback
,The Legacies of Ursula K. Le Guin,"Christopher L. Robinson, Sarah Bouttier, Pierre-Louis Patoine",,,9783030828271,,Fiction,,149,ebook
,Architecture and Science-Fiction Film,David T. Fortin,,,9781351957465,,Architecture,,251,ebook
,Pseudoscience and Science Fiction,Andrew May,,,9783319426051,,Science,,188,ebook
,Victorian Narratives of the Recent Past,Helen Kingstone,,,9783319495507,,Literary Criticism,,248,ebook
,"English Fiction and the Evolution of Language, 1850–1914",Will Abberley,,,9781316300879,,Literary Criticism,,249,ebook
,Ding Ling's Fiction,Yi-tsi Mei Feuerwerker,,,,,Literary Criticism,,224,paperback
