,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
389,389,500.0,The Scarlet Pimpernel,Emmuska Orczy,4.07,138835.0,9781576469231,1576469239,"Classics, Historical Fiction, Fiction, Adventure, Historical, Mystery, France",,182,Paperback,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Mystery', 'France']",0.023483365949119372,0.7675000000000001,0.014789424773542165,0.2440801738117104
397,397,511.0,Anna and the French Kiss,Stephanie Perkins,3.96,460405.0,9780525423270,0525423273,"Romance, Young Adult, Contemporary, Fiction, Chick Lit, Realistic Fiction, Contemporary Romance","Anna and the French Kiss, #1",372,Hardcover,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Contemporary Romance']",0.001956947162426559,0.74,0.049301016051211566,0.2375730836803341
384,384,495.0,Flowers in the Attic,V.C. Andrews,3.85,227705.0,9780743496315,B000FCSIOS,"Fiction, Horror, Young Adult, Classics, Gothic, Mystery, Thriller","Dollanganger, #1",389,Paperback,"['Fiction', 'Horror', 'Young Adult', 'Classics', 'Gothic', 'Mystery', 'Thriller']",0.03326810176125239,0.7125,0.024327146317363043,0.23435538459970987
398,398,512.0,Northanger Abbey,Jane Austen,3.85,429190.0,9781593082642,1593082649,"Classics, Fiction, Gothic, Historical Fiction, Literature, Audiobook, Historical",,260,Paperback,"['Classics', 'Fiction', 'Gothic', 'Historical Fiction', 'Literature', 'Audiobook', 'Historical']",0.0,0.7125,0.04595095441072131,0.2275352863232164
352,352,455.0,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031.0,9786007072714,6007072711,Fiction,,204,ebook,['Fiction'],0.11154598825831696,0.585,0.0,0.22011839530332677
382,382,493.0,Death of a Salesman,Arthur Miller,3.58,248305.0,9780435233075,0435233076,"Classics, Plays, Fiction, Drama, School, Theatre, Literature",,144,Hardcover,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']",0.03718199608610573,0.645,0.02653798308795728,0.21633419336082946
387,387,498.0,Evermore,Alyson Noel,3.59,295741.0,9780312532758,031253275X,"Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Fiction, Supernatural","The Immortals, #1",301,Paperback,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Supernatural']",0.027397260273972712,0.6475,0.0316289177020305,0.2146975794201982
5,5,7.0,Animal Farm,George Orwell,,4227932.0,9780451526342,B0D7LQMF4N,"Fiction, Dystopia, Fantasy, School, Literature, Science Fiction, Novels",,141,Mass Market Paperback,"['Fiction', 'Dystopia', 'Fantasy', 'School', 'Literature', 'Science Fiction', 'Novels']",0.9882583170254403,,0.45364020176997877,0.5814796602631711
33,33,47.0,The Time Traveler's Wife,Audrey Niffenegger,,1830878.0,9781939126016,1939126010,"Fiction, Romance, Fantasy, Time Travel, Science Fiction, Contemporary, Chick Lit",,537,ebook,"['Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Science Fiction', 'Contemporary', 'Chick Lit']",0.9099804305283757,,0.19638315690104646,0.462977977908779
65,65,86.0,A Clockwork Orange,Anthony Burgess,,743872.0,9780393341768,0393341763,"Fiction, Science Fiction, Dystopia, Horror, Literature, Novels, Banned Books",,240,Paperback,"['Fiction', 'Science Fiction', 'Dystopia', 'Horror', 'Literature', 'Novels', 'Banned Books']",0.8336594911937378,,0.07972331055849494,0.462977977908779
106,106,143.0,The Five People You Meet in Heaven,Mitch Albom,,763446.0,9780786868711,0786868716,"Fiction, Contemporary, Inspirational, Fantasy, Classics, Spirituality, Philosophy",,196,Hardcover,"['Fiction', 'Contemporary', 'Inspirational', 'Fantasy', 'Classics', 'Spirituality', 'Philosophy']",0.7221135029354208,,0.08182403477925278,0.462977977908779
134,134,177.0,The Wonderful Wizard of Oz,L. Frank Baum,,489596.0,9780140621679,0140621679,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Audiobook","Oz, #1",154,Paperback,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook']",0.6555772994129159,,0.052433857612882266,0.462977977908779
206,206,273.0,Norwegian Wood,Haruki Murakami,,673134.0,9780375704024,0375704027,"Fiction, Romance, Japan, Japanese Literature, Classics, Novels, Literary Fiction",,296,Paperback,"['Fiction', 'Romance', 'Japan', 'Japanese Literature', 'Classics', 'Novels', 'Literary Fiction']",0.4677103718199609,,0.07213155466149031,0.431390503417324
233,233,311.0,White Oleander,Janet Fitch,,360837.0,9780316182546,0316182540,"Fiction, Coming Of Age, Contemporary, Literary Fiction, Drama, Adult Fiction, Chick Lit",,446,Mass Market Paperback,"['Fiction', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Drama', 'Adult Fiction', 'Chick Lit']",0.39334637964774943,,0.0386151618971083,0.462977977908779
292,292,382.0,Black Beauty,Anna Sewell,,290232.0,9780439228909,0439228905,"Classics, Fiction, Childrens, Animals, Young Adult, Horses, Historical Fiction",,245,Mass Market Paperback,"['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction']",0.25440313111546,,0.03103767984915654,0.462977977908779
393,393,504.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,725687.0,9780609608449,0609608444,"Nonfiction, History, True Crime, Crime, Historical, Mystery, Audiobook",,464,Hardcover,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Historical', 'Mystery', 'Audiobook']",0.015655577299412915,,0.0777716568364922,0.462977977908779
399,399,,A Game of Thrones,George R. R. Martin,4.5,,,,Fiction,,876,paperback,['Fiction'],,0.875,,0.462977977908779
400,400,,The Invisible Man,"Len Jenkin, Herbert George Wells",,,9780871299840,,Drama,,78,paperback,['Drama'],,,,0.462977977908779
401,401,,Cards on the Table,Agatha Christie,,,9780006162810,,Fiction,,228,paperback,['Fiction'],,,,0.5676891427898665
402,402,,4.50 from Paddington,Agatha Christie,,,9780006157625,,Fiction,,228,paperback,['Fiction'],,,,0.5676891427898665
403,403,,The House at Riverton,Kate Morton,3.0,,9781416550532,,Fiction,,496,paperback,['Fiction'],,0.5,,0.462977977908779
404,404,,A Murder is Announced,Agatha Christie,,,9780553350401,,Fiction,,244,paperback,['Fiction'],,,,0.5676891427898665
405,405,,The Redbreast,Jo Nesbo,,,9780061133992,,Fiction,,532,paperback,['Fiction'],,,,0.462977977908779
406,406,,The Peculiar Pumpkin Thief,Geronimo Stilton,4.5,,9780545103725,,Juvenile Fiction,,130,paperback,['Juvenile Fiction'],,0.875,,0.462977977908779
407,407,,My Name is Red,Orhan Pamuk,,,9780571200474,,Art,,417,paperback,['Art'],,,,0.462977977908779
408,408,,The Black Tower,P.D. James,,,9780743219617,,Fiction,,352,paperback,['Fiction'],,,,0.462977977908779
409,409,,And Then There Were None,Agatha Christie,4.0,,9780312979478,,Fiction,,294,paperback,['Fiction'],,0.75,,0.5676891427898665
410,410,,The Night Manager,John Le Carré,3.5,,9780345385765,,Fiction,,484,paperback,['Fiction'],,0.625,,0.462977977908779
411,411,,The ABC Murders,Agatha Christie,,,9780006167242,,"Detective and mystery stories, English",,224,paperback,"['Detective and mystery stories', 'English']",,,,0.5676891427898665
412,412,,Blessed Are Those Who Thirst,Anne Holt,,,9781451634785,,Fiction,,232,paperback,['Fiction'],,,,0.462977977908779
413,413,,The Golden Ball and Other Stories,Agatha Christie,,,9780553350654,,Fiction,,260,paperback,['Fiction'],,,,0.5676891427898665
414,414,,The Surgeon,Tess Gerritsen,,,9780786235742,,Fiction,,530,paperback,['Fiction'],,,,0.462977977908779
415,415,,The Da Vinci Code,Dan Brown,5.0,,9780593054253,,Art museum curators,,484,paperback,['Art museum curators'],,1.0,,0.462977977908779
416,416,,A Dangerous Fortune,Ken Follett,,,9780333580318,,Detective and mystery stories,,434,paperback,['Detective and mystery stories'],,,,0.6190000053584429
417,417,,The Road to Gandolfo,Robert Ludlum,,,9780553271096,,Fiction,,322,paperback,['Fiction'],,,,0.462977977908779
418,418,,Hercule Poirot's Christmas,Agatha Christie,,,9780708917244,,Fiction,,384,paperback,['Fiction'],,,,0.5676891427898665
419,419,,True Evil,Greg Iles,,,9781416524533,,Fiction,,672,paperback,['Fiction'],,,,0.462977977908779
420,420,,"Loves Music, Loves to Dance",Mary Higgins Clark,5.0,,9780671758899,,Fiction,,339,paperback,['Fiction'],,1.0,,0.462977977908779
421,421,,What Mrs. McGillicuddy Saw!,Agatha Christie,,,9780671556457,,Fiction,,264,paperback,['Fiction'],,,,0.5676891427898665
422,422,,Paper Money,Ken Follett,4.0,,9780451159045,,Fiction,,260,paperback,['Fiction'],,0.75,,0.6190000053584429
423,423,,Tuesday,David Wiesner,3.0,,9780395870822,,Juvenile Fiction,,36,paperback,['Juvenile Fiction'],,0.5,,0.462977977908779
424,424,,Missing Joseph,Elizabeth George,4.0,,9780553566048,,Fiction,,612,paperback,['Fiction'],,0.75,,0.462977977908779
425,425,,The Runaway Jury,John Grisham,3.0,,9780440221470,,Fiction,,568,paperback,['Fiction'],,0.5,,0.462977977908779
426,426,,Contest,Matthew Reilly,4.5,,9780312990046,,Fiction,,452,paperback,['Fiction'],,0.875,,0.462977977908779
427,427,,"""A"" is for Alibi",Sue Grafton,,,9780553279917,,Fiction,,238,paperback,['Fiction'],,,,0.462977977908779
428,428,,From Doon with Death,Ruth Rendell,,,9781405685306,,Detective and mystery stories,,184,paperback,['Detective and mystery stories'],,,,0.462977977908779
429,429,,The Harlequin Tea Set and Other Stories,Agatha Christie,4.0,,9780425165157,,Fiction,,228,paperback,['Fiction'],,0.75,,0.5676891427898665
430,430,,Problem at Pollensa Bay,Agatha Christie,,,9780708986899,,Detective and mystery stories,,240,paperback,['Detective and mystery stories'],,,,0.5676891427898665
431,431,,Five on Kirrin Island Again,Enid Blyton,5.0,,9780340548806,,Criminals,,153,paperback,['Criminals'],,1.0,,0.462977977908779
432,432,,"Mr. Parker Pyne, Detective",Agatha Christie,,,9780553350616,,Detective and mystery stories,,214,paperback,['Detective and mystery stories'],,,,0.5676891427898665
433,433,,The Black Opal,"Eleanor Burford Hibbert, Victoria Holt",,,9780449222713,,Fiction,,388,paperback,['Fiction'],,,,0.462977977908779
434,434,,The Girl with the Dragon Tattoo,"Stieg Larsson, Reg Keeland (translator.)",3.0,,9781849163828,,Computer hackers,,532,paperback,['Computer hackers'],,0.5,,0.462977977908779
435,435,,The Messenger,Markus Zusak,5.0,,9780330363884,,Fiction,,400,paperback,['Fiction'],,1.0,,0.462977977908779
436,436,,George's Secret Key to the Universe,"Lucy Hawking, Stephen Hawking, Christophe Galfard",,,9780385611817,,Adventure and adventurers,,360,paperback,['Adventure and adventurers'],,,,0.462977977908779
437,437,,Why Didn't They Ask Evans?,Agatha Christie,,,9780002318846,,Detective and mystery stories,,216,paperback,['Detective and mystery stories'],,,,0.5676891427898665
438,438,,Cat Among the Pigeons,Agatha Christie,,,9780006161745,,Boarding schools,,224,paperback,['Boarding schools'],,,,0.5676891427898665
439,439,,The Redeemer,Jo Nesbø,,,9780099505969,,Fiction,,578,paperback,['Fiction'],,,,0.462977977908779
440,440,,Angels and Demons,Dan Brown,,,9780593054864,,Anti-Catholicism,,536,paperback,['Anti-Catholicism'],,,,0.462977977908779
441,441,,The Big Four,Agatha Christie,5.0,,9780006169185,,Detective and mystery stories,,221,paperback,['Detective and mystery stories'],,1.0,,0.5676891427898665
442,442,,By the Pricking of My Thumbs,Agatha Christie,,,9780006165705,,"Beresford, Tommy (Fictitious character)",,224,paperback,"['Beresford', 'Tommy (Fictitious character)']",,,,0.5676891427898665
443,443,,Cry Wolf,Wilbur Smith,4.0,,9780312982584,,Fiction,,484,paperback,['Fiction'],,0.75,,0.462977977908779
444,444,,Skin Privilege,Karin Slaughter,,,9780099553120,,Fiction,,578,paperback,['Fiction'],,,,0.38885999582799435
445,445,,Death Comes as the End,Agatha Christie,,,9780006163732,,Detective and mystery stories,,219,paperback,['Detective and mystery stories'],,,,0.5676891427898665
446,446,,The Case of the Creative Crime,Carolyn Keene,,,9780743437486,,Artist colonies,,166,paperback,['Artist colonies'],,,,0.462977977908779
447,447,,The Clocks,Agatha Christie,,,9780854566662,,Fiction,,416,paperback,['Fiction'],,,,0.5676891427898665
448,448,,Still Life,Louise Penny,,,9780312948559,,Fiction,,322,paperback,['Fiction'],,,,0.462977977908779
449,449,,Waiting for Wednesday,Nicci French,,,9780670015771,,Fiction,,372,paperback,['Fiction'],,,,0.462977977908779
450,450,,Déjà Dead,Kathy Reichs,,,9780099574859,,Fiction,,548,paperback,['Fiction'],,,,0.462977977908779
451,451,,Death on the Nile,Agatha Christie,,,9780006153566,,English fiction,,222,paperback,['English fiction'],,,,0.5676891427898665
452,452,,The Angel of Darkness,Caleb Carr,,,9780345427632,,Fiction,,772,paperback,['Fiction'],,,,0.462977977908779
453,453,,Archer's Goon,Diana Wynne Jones,,,9780749709099,,mystery,,240,paperback,['mystery'],,,,0.47832754635808633
454,454,,Stop the Clock,Carolyn Keene,4.0,,9780689873362,,Juvenile Fiction,,164,paperback,['Juvenile Fiction'],,0.75,,0.462977977908779
455,455,,Five Go Off to Camp,Enid Blyton,,,9780340765203,,Children's stories,,201,paperback,"[""Children's stories""]",,,,0.462977977908779
456,456,,Where Are You Now?,Mary Higgins Clark,,,9781416570882,,Fiction,,372,paperback,['Fiction'],,,,0.462977977908779
457,457,,The Hound of the Baskervilles,Arthur Conan Doyle,,,9780590702300,,Detective and mystery stories,,178,paperback,['Detective and mystery stories'],,,,0.462977977908779
458,458,,Moby Dick. Con CD,Herman Melville,,,9788853006103,,Education,,128,paperback,['Education'],,,,0.5288816446088653
459,459,,"Good Morning, Midnight",Reginald Hill,,,9780770429430,,"Dalziel, Andrew (Fictitious character)",,544,paperback,"['Dalziel', 'Andrew (Fictitious character)']",,,,0.462977977908779
460,460,,Brother Odd,Dean Ray Koontz,4.5,,9780553589108,,Abandoned children,,466,paperback,['Abandoned children'],,0.875,,0.462977977908779
461,461,,Fractured,Karin Slaughter,,,9780099538592,,Abused wives,,530,paperback,['Abused wives'],,,,0.38885999582799435
462,462,,Crooked House,Agatha Christie,,,9780006751298,,mystery,,188,paperback,['mystery'],,,,0.5676891427898665
463,463,,Blood Price,Tanya Huff,,,9780756408404,,Fiction,,274,paperback,['Fiction'],,,,0.462977977908779
464,464,,The labours of Hercules,Agatha Christie,,,9780006141969,,Mystery,,256,paperback,['Mystery'],,,,0.5676891427898665
465,465,,Purr-fect Crime,"Martin Harry Greenberg, Carol-Lynn Rossel Waugh, Isaac Asimov",,,9781567310849,,Fiction,,296,paperback,['Fiction'],,,,0.462977977908779
466,466,,The Girl on the Train,Paula Hawkins,,,9780750542234,,Commuters,,408,paperback,['Commuters'],,,,0.5298243872088881
467,467,,Bitter Medicine,Sara Paretsky,,,9780345347220,,Fiction,,276,paperback,['Fiction'],,,,0.462977977908779
468,468,,Ordeal by Innocence,Agatha Christie,,,9780006170679,,Detective and mystery stories,,192,paperback,['Detective and mystery stories'],,,,0.5676891427898665
469,469,,The Full Cupboard of Life,Alexander McCall Smith,,,9780954407506,,Botswana,,202,paperback,['Botswana'],,,,0.462977977908779
470,470,,A Time to Kill,John Grisham,4.0,,9780440211723,,Fiction,,532,paperback,['Fiction'],,0.75,,0.462977977908779
471,471,,Longshot,Dick Francis,,,9780399135811,,Fiction,,324,paperback,['Fiction'],,,,0.462977977908779
472,472,,The Art Thief,Noah Charney,,,9781416563006,,Art thefts,,290,paperback,['Art thefts'],,,,0.462977977908779
473,473,,London Match,Len Deighton,4.0,,9780345332684,,Fiction,,452,paperback,['Fiction'],,0.75,,0.462977977908779
474,474,,Second Wind,Dick Francis,,,9780515129236,,Fiction,,276,paperback,['Fiction'],,,,0.462977977908779
475,475,,Confessor,Terry Goodkind,,,9780007250820,,Fiction,,609,paperback,['Fiction'],,,,0.462977977908779
476,476,,A Pocket Full of Rye,Agatha Christie,,,9780708910665,,Fiction,,335,paperback,['Fiction'],,,,0.5676891427898665
477,477,,Wilful Behaviour,Donna Leon,,,9780099415183,,"Brunetti, Guido (Fictitious character)",,372,paperback,"['Brunetti', 'Guido (Fictitious character)']",,,,0.462977977908779
478,478,,The Secret in the Old Lace,Carolyn Keene,,,9780671690670,,Juvenile Fiction,,180,paperback,['Juvenile Fiction'],,,,0.462977977908779
479,479,,Seven Up,Janet Evanovich,4.0,,9780312980146,,Fiction,,372,paperback,['Fiction'],,0.75,,0.462977977908779
480,480,,Hard News,Jeffery Deaver,,,9780553583298,,Fiction,,291,paperback,['Fiction'],,,,0.39234217792984744
481,481,,The Teen Model Mystery,Carolyn Keene,5.0,,9780671872083,,Juvenile Fiction,,164,paperback,['Juvenile Fiction'],,1.0,,0.462977977908779
482,482,,The Mystery of the Missing Necklace,Enid Blyton,4.0,,9781405203975,,Adventure fiction,,217,paperback,['Adventure fiction'],,0.75,,0.462977977908779
483,483,,The adventure of the Christmas pudding,Agatha Christie,,,9780006140764,,Mystery,,224,paperback,['Mystery'],,,,0.5676891427898665
484,484,,SCOOB! Junior Novelization (Scooby-Doo),David Lewman,,,9780593178546,,Juvenile Fiction,,145,paperback,['Juvenile Fiction'],,,,0.462977977908779
485,485,,The Secret of Chimneys,Agatha Christie,,,9782830208498,,Large type books,,435,paperback,['Large type books'],,,,0.5676891427898665
486,486,,Payment in Blood,Elizabeth George,3.5,,9780553284362,,Fiction,,374,paperback,['Fiction'],,0.625,,0.462977977908779
487,487,,Body of Evidence,Patricia Cornwell,,,9780751505122,,Detective and mystery stories,,387,paperback,['Detective and mystery stories'],,,,0.462977977908779
488,488,,The Murder at the Vicarage,Agatha Christie,,,9780907486398,,Mystery,,380,paperback,['Mystery'],,,,0.5676891427898665
489,489,,Riverboat Ruse,Carolyn Keene,,,9780689873355,,Juvenile Fiction,,166,paperback,['Juvenile Fiction'],,,,0.462977977908779
490,490,,"Merry Christmas, Alex Cross",James Patterson,,,9780316224192,,Fiction,,432,paperback,['Fiction'],,,,0.462977977908779
491,491,,Strangers in Death,J. D. Robb,,,9780749938833,,Businessmen,,368,paperback,['Businessmen'],,,,0.462977977908779
492,492,,The Man Who Was Thursday,G. K. Chesterton,,,9780881842258,,Fiction,,196,paperback,['Fiction'],,,,0.462977977908779
493,493,,Sparkling Cyanide,Agatha Christie,,,9780006162636,,England,,238,paperback,['England'],,,,0.5676891427898665
494,494,,Bloodline,Sidney Sheldon,,,9780446812054,,mystery,,460,paperback,['mystery'],,,,0.462977977908779
